,asset_id,asset_name,backup_asset_id,backup_site_id,backup_asset_name,monitoring_platform,site_id,field_name,address,time_zone,start_date,days_in_month,degradation_profile,degradation_factor,monthly_energy_estimate,daily_energy_estimate,monthly_insolation_estimate,daily_insolation_estimate
6921,4bce9d63-34e9-ea11-a817-000d3a8c8077,TX - Austin - Brodie Ln.1640,51ce9d63-34e9-ea11-a817-000d3a8c8077,3669904,TX - Austin - Slaughter Creek.1795,Locus,3669903,KWHdel,"9300 Brodie Lane,  Austin, TX 78748",America/Chicago,2018-01-19,13,1.0,1.0,4593.0,148.16,127.4,4.11
6981,4fce9d63-34e9-ea11-a817-000d3a8c8077,TX - Austin - S Capital of Texas Hwy.1639,4dce9d63-34e9-ea11-a817-000d3a8c8077,3681172,TX - Austin - Burnet Rd.1302,Locus,3670065,KWHdel,"2631 S Capital of Texas Hwy,  Austin, TX 78746",America/Chicago,2017-10-05,27,1.0,1.0,6204.0,200.13,114.45,3.69
7044,51ce9d63-34e9-ea11-a817-000d3a8c8077,TX - Austin - Slaughter Creek.1795,4bce9d63-34e9-ea11-a817-000d3a8c8077,3669903,TX - Austin - Brodie Ln.1640,Locus,3669904,KWHdel,"9910 Slaughter Creek,  Austin, TX 78748",America/Chicago,2017-10-17,15,1.0,1.0,3880.0,125.16,134.8,4.35
7107,53ce9d63-34e9-ea11-a817-000d3a8c8077,TX - Manor - Harris Branch Pkwy.1794,4dce9d63-34e9-ea11-a817-000d3a8c8077,3681172,TX - Austin - Burnet Rd.1302,Locus,3681170,KWHdel,"12408 Harris Branch Pkwy,  Manor, TX 78653",America/Chicago,2017-10-05,27,1.0,1.0,4957.0,159.9,127.72,4.12
7170,55ce9d63-34e9-ea11-a817-000d3a8c8077,TX - San Antonio - N Loop 1604 W.1839,57ce9d63-34e9-ea11-a817-000d3a8c8077,3745579,TX - San Antonio - San Pedro Ave.1597,Locus,3754524,KWHdel,"202 N Loop 1604 W,  San Antonio, TX 78232",America/Chicago,2018-03-21,11,1.0,1.0,20668.0,666.71,153.9,4.96
7228,a4ce9d63-34e9-ea11-a817-000d3a8c8077,Ala Moana Center - I,acce9d63-34e9-ea11-a817-000d3a8c8077,3659133,Ala Moana Phase II (Existing Roof),Locus,3537264,KWHdel,"1450 Ala Moana Blvd Unit 1206, Honolulu, HI 96814",Pacific/Honolulu,2013-12-31,1,0.5,1.0,101084.66,3260.8,121.9,3.93
7337,a6ce9d63-34e9-ea11-a817-000d3a8c8077,Ala Moana New Deck (Phase VI),acce9d63-34e9-ea11-a817-000d3a8c8077,3659133,Ala Moana Phase II (Existing Roof),Locus,3792329,KWHdel,"451 Piikoi St,  Honolulu, HI 96814",Pacific/Honolulu,2019-01-03,29,0.5,1.0,143166.0,4618.26,123.5,3.98
7385,a8ce9d63-34e9-ea11-a817-000d3a8c8077,Ala Moana Old Nordstrom (Phase V),acce9d63-34e9-ea11-a817-000d3a8c8077,3659133,Ala Moana Phase II (Existing Roof),Locus,3714091,KWHdel,"410 Atkinson Dr,  Honolulu, HI 96814",Pacific/Honolulu,2017-12-20,12,0.5,1.0,30677.0,989.58,113.9,3.67
7446,aace9d63-34e9-ea11-a817-000d3a8c8077,Ala Moana Phase II (Canopy),a6ce9d63-34e9-ea11-a817-000d3a8c8077,3792329,Ala Moana New Deck (Phase VI),Locus,3667744,KWHdel,"1450 Ala Moana Blvd,  Honolulu, HI 96814",Pacific/Honolulu,2016-12-30,2,0.5,1.0,57827.84,1865.41,120.5,3.89
7519,acce9d63-34e9-ea11-a817-000d3a8c8077,Ala Moana Phase II (Existing Roof),a8ce9d63-34e9-ea11-a817-000d3a8c8077,3714091,Ala Moana Old Nordstrom (Phase V),Locus,3659133,KWHdel,,,2016-12-30,2,0.5,1.0,9614.0,310.13,113.9,3.67
7592,aece9d63-34e9-ea11-a817-000d3a8c8077,Ala Moana Phase II (New Roof),acce9d63-34e9-ea11-a817-000d3a8c8077,3659133,Ala Moana Phase II (Existing Roof),Locus,3667745,KWHdel,,,2016-12-30,2,0.5,1.0,30801.0,993.58,113.9,3.67
7665,b0ce9d63-34e9-ea11-a817-000d3a8c8077,Altamonte Mall,c5cd9d63-34e9-ea11-a817-000d3a8c8077,3792399,FL - Apopka - Park Ave.1633,Locus,3586452,KWHdel,"451 E Altamonte Dr,  Altamonte Springs, FL 32701",America/New_York,2016-05-16,16,0.5,1.0,286996.0,9257.94,195.1,6.29
7745,b2ce9d63-34e9-ea11-a817-000d3a8c8077,Beachwood Place,45ce9d63-34e9-ea11-a817-000d3a8c8077,3799445,PA - W Mifflin - Lebanon Rd.1739,Locus,3689205,KWHdel,"26300 Cedar Rd,  Beachwood, OH 44122",America/New_York,2017-12-19,13,0.5,1.0,19259.0,621.26,42.9,1.38
7806,b4ce9d63-34e9-ea11-a817-000d3a8c8077,Brass Mill (Canopy),90cd9d63-34e9-ea11-a817-000d3a8c8077,3508096,CT - Watertown,Locus,3767662,KWHdel,"495 Union St,  Waterbury, CT 6706",America/New_York,2017-12-21,11,0.5,1.0,122983.0,3967.19,48.9,1.58
7867,b6ce9d63-34e9-ea11-a817-000d3a8c8077,Brass Mill Center,90cd9d63-34e9-ea11-a817-000d3a8c8077,3508096,CT - Watertown,Locus,3560866,KWHdel,"495 Union St,  Waterbury, CT 6706",America/New_York,2015-12-08,24,0.5,1.0,64958.0,2095.42,54.8,1.77
7952,b8ce9d63-34e9-ea11-a817-000d3a8c8077,Buckland Hills (Canopy),c1cd9d63-34e9-ea11-a817-000d3a8c8077,3431412,CT - Wethersfield.1097,Locus,3568351,KWHdel,"194 Buckland Hills Dr,  Manchester, CT 6042",America/New_York,2018-05-03,29,0.5,1.0,124435.0,4014.03,165.0,5.32
8008,bace9d63-34e9-ea11-a817-000d3a8c8077,Buckland Hills (Roof),c1cd9d63-34e9-ea11-a817-000d3a8c8077,3431412,CT - Wethersfield.1097,Locus,3568351,KWHdel,"194 Buckland Hills Dr,  Manchester, CT 6042",America/New_York,2016-01-04,28,0.5,1.0,38990.0,1257.74,61.3,1.98
8092,bcce9d63-34e9-ea11-a817-000d3a8c8077,Christiana Mall,d7cf9d63-34e9-ea11-a817-000d3a8c8077,3669861,Rehoboth Beach,Locus,3544389,KWHdel,"132 Christiana Mall,  Newark, DE 19702",America/New_York,2016-02-04,26,0.5,1.0,78903.0,2720.79,82.9,2.86
8175,bece9d63-34e9-ea11-a817-000d3a8c8077,Columbiana Centre,f2ce9d63-34e9-ea11-a817-000d3a8c8077,3589532,The Oaks Mall,Locus,3536028,KWHdel,"100 Columbiana Cir,  Columbia, SC 29212",America/New_York,2015-12-27,5,0.5,1.0,23498.0,758.0,55.5,1.79
8260,c0ce9d63-34e9-ea11-a817-000d3a8c8077,Fashion Show,c6ce9d63-34e9-ea11-a817-000d3a8c8077,3589395,Meadows Mall,Locus,3585644,KWHdel,"3200 S Las Vegas Blvd,  Las Vegas, NV 89109",America/Los_Angeles,2016-04-26,5,0.5,1.0,181533.0,6051.1,177.7,5.92
8341,c2ce9d63-34e9-ea11-a817-000d3a8c8077,Glendale Galleria (Canopy),b1cd9d63-34e9-ea11-a817-000d3a8c8077,3799063,CA - Glendale - 6527 San Fernando Rd.1602,Locus,3747023,KWHdel,"100 W Broadway #700,  Glendale, CA 91204",,2017-12-19,13,0.5,1.0,173556.0,5598.58,93.5,3.02
8402,c4ce9d63-34e9-ea11-a817-000d3a8c8077,Glendale Galleria (Roof),b1cd9d63-34e9-ea11-a817-000d3a8c8077,3799063,CA - Glendale - 6527 San Fernando Rd.1602,Locus,3697553,KWHdel,"200 W Broadway,  Glendale, CA 91210",America/Los_Angeles,2017-05-17,15,0.5,1.0,168950.0,5450.0,194.5,6.27
8470,c6ce9d63-34e9-ea11-a817-000d3a8c8077,Meadows Mall,c0ce9d63-34e9-ea11-a817-000d3a8c8077,3585644,Fashion Show,Locus,3589395,KWHdel,"4300 Meadows Ln,  Las Vegas, NV 89107",America/Los_Angeles,2016-09-30,1,0.5,1.0,111822.0,3727.4,195.44,6.51
8546,c8ce9d63-34e9-ea11-a817-000d3a8c8077,Mondawmin Mall,f4ce9d63-34e9-ea11-a817-000d3a8c8077,3544401,Towson Town Center,Locus,3544396,KWHdel,"2401 Liberty Heights Ave,  Baltimore, MD 21215",America/New_York,2015-12-15,17,0.5,1.0,39791.0,1283.58,67.97,2.19
8631,cace9d63-34e9-ea11-a817-000d3a8c8077,Natick Mall Deck,cece9d63-34e9-ea11-a817-000d3a8c8077,3590858,Natick Mall Roof,Locus,3589543,KWHdel,"1235 Worcester Rd,  Natick, MA 1760",America/New_York,2016-06-03,28,0.5,1.0,203162.36,6772.08,184.0,6.13
8710,ccce9d63-34e9-ea11-a817-000d3a8c8077,Natick Mall Deck (Phase II),cace9d63-34e9-ea11-a817-000d3a8c8077,3589543,Natick Mall Deck,Locus,3822483,KWHdel,"1235 Worcester Rd,  Natick, MA 1760",America/New_York,2019-11-20,11,0.5,1.0,32740.3,1091.34,62.45,2.08
8748,cece9d63-34e9-ea11-a817-000d3a8c8077,Natick Mall Roof,d0ce9d63-34e9-ea11-a817-000d3a8c8077,3771496,Natick Mall Roof (Phase II),Locus,3590858,KWHdel,"1245 Worcester St,  Natick, MA 1760",America/New_York,2015-12-28,4,0.5,1.0,33777.26,1089.59,58.36,1.88
8833,d0ce9d63-34e9-ea11-a817-000d3a8c8077,Natick Mall Roof (Phase II),cece9d63-34e9-ea11-a817-000d3a8c8077,3590858,Natick Mall Roof,Locus,3771496,KWHdel,"1245 Worcester St,  Natick, MA 1760",America/New_York,2018-10-05,27,0.5,1.0,49130.0,1584.84,114.2,3.68
8884,d2ce9d63-34e9-ea11-a817-000d3a8c8077,Northridge Fashion Center (Deck),b3cd9d63-34e9-ea11-a817-000d3a8c8077,3819457,CA - Sunland - Foothill Blvd.1565,Locus,3582909,KWHdel,"9301 Tampa Ave,  Northridge, CA 91324",America/Los_Angeles,2018-06-21,10,0.5,1.0,184573.0,6152.43,185.84,6.19
8939,d4ce9d63-34e9-ea11-a817-000d3a8c8077,Northridge Fashion Center (Roof),b3cd9d63-34e9-ea11-a817-000d3a8c8077,3819457,CA - Sunland - Foothill Blvd.1565,Locus,3582909,KWHdel,"9301 Tampa Ave,  Northridge, CA 91324",America/Los_Angeles,2016-07-01,31,0.5,1.0,122685.0,3957.58,185.7,5.99
9017,d6ce9d63-34e9-ea11-a817-000d3a8c8077,Northridge Fashion Center (Roof II),b3cd9d63-34e9-ea11-a817-000d3a8c8077,3819457,CA - Sunland - Foothill Blvd.1565,Locus,3582909,KWHdel,"9301 Tampa Ave,  Northridge, CA 91325",America/Los_Angeles,2016-07-01,31,0.5,1.0,28730.0,926.77,177.5,5.73
9095,d8ce9d63-34e9-ea11-a817-000d3a8c8077,Oglethorpe Mall,f2ce9d63-34e9-ea11-a817-000d3a8c8077,3589532,The Oaks Mall,Locus,3515163,KWHdel,"7804 Abercorn St,  Savannah, GA 31406",America/New_York,2015-09-28,3,0.5,1.0,29162.0,972.07,123.4,4.11
9183,dace9d63-34e9-ea11-a817-000d3a8c8077,Otay Ranch Town Center,d6ce9d63-34e9-ea11-a817-000d3a8c8077,3582909,Northridge Fashion Center (Roof II),Locus,3595990,KWHdel,"2015 Birch Rd,  Chula Vista, CA 91915",America/Los_Angeles,2016-07-27,5,0.5,1.0,87557.0,2824.42,223.04,7.19
9261,dcce9d63-34e9-ea11-a817-000d3a8c8077,Paramus Park - NJ,dece9d63-34e9-ea11-a817-000d3a8c8077,3649867,Paramus Park Mall (Canopy),Locus,3542992,KWHdel,"700 Paramus Park, Paramus, NJ 07652",America/New_York,2012-09-24,7,0.5,1.0,109100.01,3636.67,133.3,4.44
9385,dece9d63-34e9-ea11-a817-000d3a8c8077,Paramus Park Mall (Canopy),dcce9d63-34e9-ea11-a817-000d3a8c8077,3542992,Paramus Park - NJ,Locus,3649867,KWHdel,"700 Paramus Park,  Paramus, NJ 7652",America/New_York,2017-09-21,10,0.5,1.0,128173.0,4272.43,132.1,4.4
9449,e0ce9d63-34e9-ea11-a817-000d3a8c8077,Park Meadows,e8ce9d63-34e9-ea11-a817-000d3a8c8077,3665932,Southwest Plaza,Locus,3589242,KWHdel,"8401 Park Meadows Center Dr,  Lone Tree, CO 80124",America/Denver,2016-12-29,3,0.5,1.0,21322.0,687.81,74.15,2.39
9522,e2ce9d63-34e9-ea11-a817-000d3a8c8077,Park Place,f6ce9d63-34e9-ea11-a817-000d3a8c8077,3557194,Tucson Mall (Roof),Locus,3571994,KWHdel,"5870 E Broadway Blvd,  Tucson, AZ 85711",America/Phoenix,2016-03-04,28,0.5,1.0,133353.0,4301.71,175.59,5.66
9604,e4ce9d63-34e9-ea11-a817-000d3a8c8077,Pembroke Lakes Mall,c9cd9d63-34e9-ea11-a817-000d3a8c8077,3793126,FL - Hialeah - W 84th St.1403,Locus,3694081,KWHdel,"11401 Pines Blvd,  Pembroke Pines, FL 33026",America/New_York,2016-01-08,24,0.5,1.0,128942.0,4159.42,115.8,3.74
9688,e6ce9d63-34e9-ea11-a817-000d3a8c8077,Prince Kuhio Plaza,aece9d63-34e9-ea11-a817-000d3a8c8077,3667745,Ala Moana Phase II (New Roof),Locus,3512306,KWHdel,"111 E Puainako St, Hilo, HI 96720",Pacific/Honolulu,2016-05-11,21,0.5,1.0,42637.0,1375.39,205.15,6.62
9768,e8ce9d63-34e9-ea11-a817-000d3a8c8077,Southwest Plaza,e0ce9d63-34e9-ea11-a817-000d3a8c8077,3589242,Park Meadows,Locus,3665932,KWHdel,"8501 W Bowles Ave,  Littleton, CO 80123",America/Denver,2017-06-14,17,0.5,1.0,62305.0,2076.83,219.3,7.31
9835,eace9d63-34e9-ea11-a817-000d3a8c8077,Staten Island Mall,1dce9d63-34e9-ea11-a817-000d3a8c8077,3379747,NY - Brooklyn - 3rd Ave.1399,Locus,3588374,KWHdel,"2655 Richmond Ave,  Staten Island, NY 10314",America/New_York,2016-05-05,27,0.5,1.0,143167.0,4618.29,170.43,5.5
9915,ecce9d63-34e9-ea11-a817-000d3a8c8077,Stonestown Galleria (Deck),2ccf9d63-34e9-ea11-a817-000d3a8c8077,3829702,CA - Berkeley - 2nd St.22322,Locus,3588745,KWHdel,"3251 20th Ave,  San Francisco, CA 94132",America/Los_Angeles,2017-06-22,9,0.5,1.0,89156.3,2971.88,215.13,7.17
9982,eece9d63-34e9-ea11-a817-000d3a8c8077,Stonestown Galleria (Roof),2ccf9d63-34e9-ea11-a817-000d3a8c8077,3829702,CA - Berkeley - 2nd St.22322,Locus,3588745,KWHdel,"3251 20th Ave,  San Francisco, CA 94132",America/Los_Angeles,2016-08-26,6,0.5,1.0,110602.4,3567.82,202.38,6.53
10059,f0ce9d63-34e9-ea11-a817-000d3a8c8077,The Mall in Columbia,efcd9d63-34e9-ea11-a817-000d3a8c8077,3799457,MD - Columbia - Old Columbia Rd.0950,Locus,3592000,KWHdel,"10300 Little Patuxent Pkwy,  Columbia, MD 21044",America/New_York,2016-03-25,7,0.5,1.0,110719.0,3571.58,125.19,4.04
10141,f4ce9d63-34e9-ea11-a817-000d3a8c8077,Towson Town Center,00cf9d63-34e9-ea11-a817-000d3a8c8077,3544399,White Marsh Mall,Locus,3544401,KWHdel,"825 Dulaney Valley Rd,  Towson, MD 21204",America/New_York,2016-09-30,1,0.5,1.0,48779.0,1625.97,136.1,4.54
10217,f6ce9d63-34e9-ea11-a817-000d3a8c8077,Tucson Mall (Roof),e2ce9d63-34e9-ea11-a817-000d3a8c8077,3571994,Park Place,Locus,3557194,KWHdel,"4500 N Oracle Rd,  Tucson, AZ 85705",America/Phoenix,2016-03-03,29,0.5,1.0,48768.0,1573.16,150.2,4.85
10299,f8ce9d63-34e9-ea11-a817-000d3a8c8077,Valley Plaza (Canopy),fcce9d63-34e9-ea11-a817-000d3a8c8077,3544322,Visalia Mall,Locus,3629486,KWHdel,"2701 Ming Ave,  Bakersfield, CA 93304",America/Los_Angeles,2017-01-10,22,0.5,1.0,25087.0,809.26,75.4,2.43
10371,face9d63-34e9-ea11-a817-000d3a8c8077,Valley Plaza (Roof),fcce9d63-34e9-ea11-a817-000d3a8c8077,3544322,Visalia Mall,Locus,3588753,KWHdel,"2701 Ming Ave,  Bakersfield, CA 93304",America/Los_Angeles,2016-09-30,1,0.5,1.0,68712.0,2290.4,187.1,6.24
10447,fcce9d63-34e9-ea11-a817-000d3a8c8077,Visalia Mall,face9d63-34e9-ea11-a817-000d3a8c8077,3588753,Valley Plaza (Roof),Locus,3544322,KWHdel,"2031 S Mooney Blvd,  Visalia, CA 93277",America/Los_Angeles,2016-01-13,19,0.5,1.0,8002.0,258.13,61.46,1.98
10531,fece9d63-34e9-ea11-a817-000d3a8c8077,Whalers Village,aece9d63-34e9-ea11-a817-000d3a8c8077,3667745,Ala Moana Phase II (New Roof),Locus,3508359,KWHdel,"2435 Kaanapali Pkwy, Lahaina, HI 96761",Pacific/Honolulu,2016-04-01,30,0.5,1.0,43041.0,1434.7,174.38,5.81
10612,00cf9d63-34e9-ea11-a817-000d3a8c8077,White Marsh Mall,f4ce9d63-34e9-ea11-a817-000d3a8c8077,3544401,Towson Town Center,Locus,3544399,KWHdel,"8200 Perry Hall Blvd,  Baltimore, MD 21236",America/New_York,2015-12-28,4,0.5,1.0,64423.0,2078.16,61.01,1.97
10697,02cf9d63-34e9-ea11-a817-000d3a8c8077,Willowbrook Mall,ffcd9d63-34e9-ea11-a817-000d3a8c8077,3783069,NJ - Fairfield - Route 46 W.8343,Locus,3541375,KWHdel,"1400 Willowbrook Mall, Wayne, NJ 07470",America/New_York,2013-01-18,14,0.5,1.0,60107.5,1938.95,67.58,2.18
10817,04cf9d63-34e9-ea11-a817-000d3a8c8077,Woodbridge Center (Canopy),06cf9d63-34e9-ea11-a817-000d3a8c8077,3537108,Woodbridge Center (Roof),Locus,3679287,KWHdel,"250 Woodbridge Center Dr, Woodbridge, NJ 07095",America/New_York,2017-12-21,11,0.5,1.0,123366.0,3979.55,55.0,1.77
10878,06cf9d63-34e9-ea11-a817-000d3a8c8077,Woodbridge Center (Roof),04cf9d63-34e9-ea11-a817-000d3a8c8077,3679287,Woodbridge Center (Canopy),Locus,3537108,KWHdel,"250 Woodbridge Center Dr, Woodbridge, NJ 07095",America/New_York,2012-10-08,24,0.5,1.0,121469.1,3918.36,108.3,3.49
11001,0ecf9d63-34e9-ea11-a817-000d3a8c8077,Danbury Fair Deck,88cd9d63-34e9-ea11-a817-000d3a8c8077,3768839,Big Y Shopping Center,Locus,3823540,KWHdel,"7 Backus Ave, Danbury, CT 06810",America/New_York,2020-01-01,31,0.5,1.0,45119.9,1455.48,58.3,1.88
11037,10cf9d63-34e9-ea11-a817-000d3a8c8077,Danbury Fair Roof,10cf9d63-34e9-ea11-a817-000d3a8c8077,39830,Danbury Fair Roof,PowerTrack,39830,KWHdel,"7 Backus Ave, Danbury, CT 06810",America/New_York,2017-07-28,4,0.6,1.0,171058.63,5518.02,176.1,5.68
11103,12cf9d63-34e9-ea11-a817-000d3a8c8077,Fresno Fashion Fair,face9d63-34e9-ea11-a817-000d3a8c8077,3588753,Valley Plaza (Roof),Locus,3846627,KWHdel,"645 East Shaw Avenue, Fresno, CA 93710",America/Los_Angeles,2020-01-24,8,0.5,1.0,52872.7,1705.57,65.7,2.12
11139,14cf9d63-34e9-ea11-a817-000d3a8c8077,Inland Center,16cf9d63-34e9-ea11-a817-000d3a8c8077,,,PowerTrack,43050,KWHdel,"500 Inland Center Dr, San Bernardino, CA 92408",America/Los_Angeles,2011-11-01,30,0.6,1.0,84370.0,2812.33,119.0,3.97
11273,18cf9d63-34e9-ea11-a817-000d3a8c8077,Lakewood Center 3,16cf9d63-34e9-ea11-a817-000d3a8c8077,,,PowerTrack,38054,KWHdel,"500 Lakewood Center Mall, Lakewood, CA 90713",America/Los_Angeles,2016-11-16,15,0.6,1.0,25070.0,835.67,114.6,3.82
11347,1acf9d63-34e9-ea11-a817-000d3a8c8077,Los Cerritos Center,14cf9d63-34e9-ea11-a817-000d3a8c8077,43050,Inland Center,PowerTrack,35401,KWHdel,"239 Los Cerritos Center, Cerritos, CA 90703",America/Los_Angeles,2014-07-29,3,0.6,1.0,154699.0,4990.29,225.5,7.27
11449,1ccf9d63-34e9-ea11-a817-000d3a8c8077,NJ - Deptford Mall (roof),8ccd9d63-34e9-ea11-a817-000d3a8c8077,3768837,Washington Center Shoppes,Locus,3770517,KWHdel,"1750 Deptford Center Rd,  Deptford Township, NJ 8096",America/New_York,2018-08-13,19,0.5,1.0,139400.0,4496.77,159.7,5.15
11502,1ecf9d63-34e9-ea11-a817-000d3a8c8077,NJ - Freehold Raceway Mall,d1cf9d63-34e9-ea11-a817-000d3a8c8077,3821985,Jersey Shore Premium Outlets,Locus,3691108,KWHdel,"3710 U.S. 9,  Freehold, NJ 7728",America/New_York,2017-10-20,12,0.5,1.0,138125.0,4455.65,107.3,3.46
11565,20cf9d63-34e9-ea11-a817-000d3a8c8077,San Tan Village,36cf9d63-34e9-ea11-a817-000d3a8c8077,3835190,CA - San Diego - Miramesa&Pacific Hts.29205,Locus,3846630,KWHdel,"2218 E Williams Field Rd Suite 235, Gilbert, AZ 85295",America/Phoenix,2020-02-04,26,0.6,1.0,69076.6,2381.95,79.9,2.76
11600,22cf9d63-34e9-ea11-a817-000d3a8c8077,The Oaks Garage,24cf9d63-34e9-ea11-a817-000d3a8c8077,33184,The Oaks Rooftop,PowerTrack,33533,KWHrec,"350 West Hillcrest Drive, Thousand Oaks, CA 91360",America/Los_Angeles,2014-12-17,15,0.6,1.0,55232.0,1781.68,101.0,3.26
11697,26cf9d63-34e9-ea11-a817-000d3a8c8077,Dartmouth Mall,ddcd9d63-34e9-ea11-a817-000d3a8c8077,3420025,MA - Brockton NEM.1547 - OLD,Locus,3631079,KWHdel,"200 N Dartmouth Mall,  Dartmouth, MA 2747",America/New_York,2017-05-17,15,0.5,1.0,91649.16,2956.42,175.3,5.65
11765,28cf9d63-34e9-ea11-a817-000d3a8c8077,Francis Scott Key Mall,2acf9d63-34e9-ea11-a817-000d3a8c8077,3672319,Valley Mall,Locus,3689285,KWHdel,"5500 Buckeystown Pike,  Frederick, MD 21703",America/New_York,2018-03-21,11,0.5,1.0,201482.45,6499.43,129.8,4.19
11823,2acf9d63-34e9-ea11-a817-000d3a8c8077,Valley Mall,28cf9d63-34e9-ea11-a817-000d3a8c8077,3689285,Francis Scott Key Mall,Locus,3672319,KWHdel,"17301 Valley Mall Rd,  Hagerstown, MD 21740",America/New_York,2018-01-31,1,0.5,1.0,108170.07,3489.36,65.4,2.11
