,asset_id,asset_name,backup_asset_id,backup_site_id,backup_asset_name,monitoring_platform,site_id,field_name,address,time_zone,start_date,days_in_month,degradation_profile,degradation_factor,monthly_energy_estimate,daily_energy_estimate,monthly_insolation_estimate,daily_insolation_estimate
11883,2ccf9d63-34e9-ea11-a817-000d3a8c8077,CA - Berkeley - 2nd St.22322,c9cf9d63-34e9-ea11-a817-000d3a8c8077,3830859,Gilroy Crossing,Locus,3829702,KWHdel,"1120 2nd Street,  Berkeley, CA 94710",America/Los_Angeles,2019-11-25,6,0.5,1.0,3239.3,107.98,83.2,2.77
11921,2ecf9d63-34e9-ea11-a817-000d3a8c8077,CA - Culver City - 405 Jefferson Blvd.08019,f8ce9d63-34e9-ea11-a817-000d3a8c8077,3629486,Valley Plaza (Canopy),Locus,3829639,KWHdel,"11510 Jefferson Blvd,  Culver City, CA 90230",America/Los_Angeles,2020-02-28,2,0.5,1.0,3660.2,126.21,101.8,3.51
11956,30cf9d63-34e9-ea11-a817-000d3a8c8077,CA - Irvine - Red Hill Ave.29230,b3cd9d63-34e9-ea11-a817-000d3a8c8077,3819457,CA - Sunland - Foothill Blvd.1565,Locus,3829690,KWHdel,"16700 Red Hill Ave,  Irvine, CA 92606",America/Los_Angeles,2020-02-28,2,0.5,1.0,10563.9,364.27,102.1,3.52
11991,32cf9d63-34e9-ea11-a817-000d3a8c8077,CA - Newark - Fircrest & Overlake.22329,2ccf9d63-34e9-ea11-a817-000d3a8c8077,3829702,CA - Berkeley - 2nd St.22322,Locus,3837068,KWHdel,"6800 Overlake Place,  Newark, CA 94560",America/Los_Angeles,2020-02-28,2,0.5,1.0,15042.7,518.71,94.7,3.27
12026,34cf9d63-34e9-ea11-a817-000d3a8c8077,CA - San Diego - Miramar Rd.29191,38cf9d63-34e9-ea11-a817-000d3a8c8077,3833902,CA - Spring Valley - Sweetwater Rd.27262,Locus,3829631,KWHdel,"8866 Miramar Road,  San Diego, CA 92126",America/Los_Angeles,2019-10-31,1,0.5,1.0,11131.5,359.08,142.2,4.59
12065,36cf9d63-34e9-ea11-a817-000d3a8c8077,CA - San Diego - Miramesa&Pacific Hts.29205,34cf9d63-34e9-ea11-a817-000d3a8c8077,3829631,CA - San Diego - Miramar Rd.29191,Locus,3835190,KWHdel,"9890 Pacific Heights Blvd,  San Diego, CA 92121",America/Los_Angeles,2019-10-31,1,0.5,1.0,8598.9,277.38,140.3,4.53
12104,38cf9d63-34e9-ea11-a817-000d3a8c8077,CA - Spring Valley - Sweetwater Rd.27262,dace9d63-34e9-ea11-a817-000d3a8c8077,3595990,Otay Ranch Town Center,Locus,3833902,KWHdel,"1247 Sweetwater Road,  Spring Valley, CA 91977",America/Los_Angeles,2019-10-10,22,0.5,1.0,9426.1,304.07,132.9,4.29
12143,3acf9d63-34e9-ea11-a817-000d3a8c8077,CA - Sunnyvale - E Arques Ave.25839,2ccf9d63-34e9-ea11-a817-000d3a8c8077,3829702,CA - Berkeley - 2nd St.22322,Locus,3829691,KWHdel,"875 East Arques Ave,  Sunnyvale, CA 94085",America/Los_Angeles,2020-01-16,16,0.5,1.0,5662.7,182.67,72.7,2.35
12179,3ccf9d63-34e9-ea11-a817-000d3a8c8077,CA - UTC - Miramar Rd.25731,36cf9d63-34e9-ea11-a817-000d3a8c8077,3835190,CA - San Diego - Miramesa&Pacific Hts.29205,Locus,3830272,KWHdel,"6200 Miramar Road,  San Diego, CA 92121",America/Los_Angeles,2019-11-04,27,0.5,1.0,3356.1,111.87,117.4,3.91
12217,3ecf9d63-34e9-ea11-a817-000d3a8c8077,100 New Boston,bd64dddd-8a56-eb11-a812-000d3a8bd97d,51222,960 Turnpike,PowerTrack,51989,KWHrec,"100 New Boston Dr, Canton, MA 02021",America/New_York,2020-08-01,31,0.5,1.0,174400.0,5625.81,165.7,5.35
12246,40cf9d63-34e9-ea11-a817-000d3a8c8077,Grafton I,44cf9d63-34e9-ea11-a817-000d3a8c8077,51013,Montpelier,PowerTrack,50766,KWHdel,"12980 Avon Belden Rd, Grafton, OH 44044",America/New_York,2019-12-24,8,0.5,1.0,59300.0,1912.9,47.0,1.52
12283,42cf9d63-34e9-ea11-a817-000d3a8c8077,Grafton II,44cf9d63-34e9-ea11-a817-000d3a8c8077,51013,Montpelier,PowerTrack,53850,KWHdel,"12980 Avon Belden Rd, Grafton, OH 44044",America/New_York,2019-12-24,8,0.5,1.0,171700.0,5538.71,47.0,1.52
12320,44cf9d63-34e9-ea11-a817-000d3a8c8077,Montpelier,40cf9d63-34e9-ea11-a817-000d3a8c8077,50766,Grafton I,PowerTrack,51013,KWHdel,"1508 Travis Dr, Montpelier, OH 43543",America/New_York,2020-03-04,28,0.5,1.0,319807.47,10316.37,136.45,4.4
12354,46cf9d63-34e9-ea11-a817-000d3a8c8077,Freeport,d201686b-e61b-ec11-b6e6-000d3a1dca0b,3871867,IL - Tinley Park - 159th St.1263,Locus,3841477,KWHdel,"337 S Hancock Ave,  Freeport, IL 61032",America/Chicago,2020-04-01,30,0.5,1.0,137600.0,4586.67,141.3,4.71
12387,48cf9d63-34e9-ea11-a817-000d3a8c8077,One Garret Mountain,4acf9d63-34e9-ea11-a817-000d3a8c8077,3688803,Three Garret Mountain,Locus,3690621,KWHdel,"1 Garret Mountain Plaza,  Woodland Park, NJ 07424",America/New_York,2017-12-20,12,0.5,1.0,82990.43,2677.11,34.3,1.11
12448,4acf9d63-34e9-ea11-a817-000d3a8c8077,Three Garret Mountain,48cf9d63-34e9-ea11-a817-000d3a8c8077,3690621,One Garret Mountain,Locus,3688803,KWHdel,"3 Garret Mountain Plaza,  Woodland Park, NJ 07424",America/New_York,2017-12-20,12,0.5,1.0,33807.0,1090.55,111.49,3.6
12509,4ccf9d63-34e9-ea11-a817-000d3a8c8077,Moorestown Mall,c7cf9d63-34e9-ea11-a817-000d3a8c8077,3848160,Deptford Landing,Locus,3586530,KWHdel,"400 NJ-38,  Moorestown, NJ 8057",America/New_York,2016-05-19,13,0.5,1.0,65183.84,2102.7,156.1,5.04
12589,4ecf9d63-34e9-ea11-a817-000d3a8c8077,Bethany,5ecf9d63-34e9-ea11-a817-000d3a8c8077,50717,Harville,PowerTrack,51020,KWHdel,"903 JEFFERSON ROAD, VIDALIA, GA 30474",America/New_York,2020-04-01,30,0.5,1.0,496320.0,16544.0,229.9,7.66
12622,50cf9d63-34e9-ea11-a817-000d3a8c8077,Braun Farm,56cf9d63-34e9-ea11-a817-000d3a8c8077,50944,Ethrift,PowerTrack,51049,KWHdel,"205 CIRCLE J RANCH ROAD,  HAHIRA, GA 31632",America/New_York,2020-02-28,2,0.5,1.0,393377.8,13564.75,137.31,4.73
12657,52cf9d63-34e9-ea11-a817-000d3a8c8077,Brown,5ccf9d63-34e9-ea11-a817-000d3a8c8077,51644,Green,PowerTrack,51546,KWHrec,"433 Brown Farm Rd SW, Cartersville, GA 30120",America/New_York,2020-06-11,20,0.5,1.0,603900.0,20130.0,251.2,8.37
12688,54cf9d63-34e9-ea11-a817-000d3a8c8077,Carr,50cf9d63-34e9-ea11-a817-000d3a8c8077,51049,Braun Farm,PowerTrack,50718,KWHdel,"3129.956'N 8329.921'W,  TIFTON, GA 31793",America/New_York,2020-03-11,21,0.5,1.0,548124.61,17681.44,121.49,3.92
12722,56cf9d63-34e9-ea11-a817-000d3a8c8077,Ethrift,50cf9d63-34e9-ea11-a817-000d3a8c8077,51049,Braun Farm,PowerTrack,50944,KWHdel,"3470 ALBANY AVE.,  WAYCROSS, GA 3150",America/New_York,2020-01-30,2,0.5,1.0,369776.5,11928.27,121.0,3.9
12758,58cf9d63-34e9-ea11-a817-000d3a8c8077,Eubank,5ecf9d63-34e9-ea11-a817-000d3a8c8077,50717,Harville,PowerTrack,51411,KWHrec,"3334'56.82""N 8218'58.68""W,  APPLING, GA 30802",America/New_York,2020-03-23,9,0.5,1.0,581687.4,18764.11,180.58,5.83
12792,5acf9d63-34e9-ea11-a817-000d3a8c8077,Fischette,64cf9d63-34e9-ea11-a817-000d3a8c8077,51583,Moreck,PowerTrack,51019,KWHrec,"12855 GA. HIGHWAY 99,  DARIEN, GA 31305",America/New_York,2020-03-14,18,0.5,1.0,287289.8,9267.41,145.0,4.68
12826,5ccf9d63-34e9-ea11-a817-000d3a8c8077,Green,52cf9d63-34e9-ea11-a817-000d3a8c8077,51546,Brown,PowerTrack,51644,KWHrec,"1068 Hardin Bridge Rd SW, Euharlee, GA 30145",America/New_York,2020-06-12,19,0.5,1.0,488179.49,16272.65,232.1,7.74
12857,5ecf9d63-34e9-ea11-a817-000d3a8c8077,Harville,60cf9d63-34e9-ea11-a817-000d3a8c8077,51050,Kicklighter,PowerTrack,50717,KWHdel,"11556 GA-46,  STATESBORO, GA 30458",America/New_York,2020-01-09,23,0.5,1.0,166757.66,5379.28,119.3,3.85
12893,60cf9d63-34e9-ea11-a817-000d3a8c8077,Kicklighter,5ecf9d63-34e9-ea11-a817-000d3a8c8077,50717,Harville,PowerTrack,51050,KWHdel,"7297 HWY 119,  ELLABELL, GA 31308",America/New_York,2020-03-25,7,0.5,1.0,346100.0,11164.52,188.5,6.08
12927,62cf9d63-34e9-ea11-a817-000d3a8c8077,Mitchell Decatur,50cf9d63-34e9-ea11-a817-000d3a8c8077,51049,Braun Farm,PowerTrack,51021,KWHdel,"1400 GA-97, Bainbridge, GA 39819",America/New_York,2020-06-17,14,0.5,1.0,479944.23,15998.14,229.1,7.64
12958,64cf9d63-34e9-ea11-a817-000d3a8c8077,Moreck,5acf9d63-34e9-ea11-a817-000d3a8c8077,51019,Fischette,PowerTrack,51583,KWHrec,"H4F8+R2 Jesup, Jesup, GA 31546",America/New_York,2020-03-26,6,0.5,1.0,422100.0,13616.13,175.4,5.66
12992,67cf9d63-34e9-ea11-a817-000d3a8c8077,Osborne,54cf9d63-34e9-ea11-a817-000d3a8c8077,50718,Carr,PowerTrack,51547,KWHrec,"242 Lamar Road,  Americus, GA 31709",America/New_York,2020-06-23,8,0.5,1.0,600836.66,20027.89,234.9,7.83
13023,69cf9d63-34e9-ea11-a817-000d3a8c8077,Wilson III,54cf9d63-34e9-ea11-a817-000d3a8c8077,50718,Carr,PowerTrack,51820,KWHrec,"2487 Highway 49 , North Byron, GA 31008",America/New_York,2020-04-03,28,0.5,1.0,722162.0,24072.07,221.7,7.39
13056,6bcf9d63-34e9-ea11-a817-000d3a8c8077,Woodrum,5ecf9d63-34e9-ea11-a817-000d3a8c8077,50717,Harville,PowerTrack,51018,KWHdel,"533 CECIL CASSEDY ROADSTATESBORO,  (3230'33.21""N 8149'27.92""W), GA 30461",America/New_York,2020-04-02,29,0.5,1.0,475047.0,15834.9,224.2,7.47
13089,6dcf9d63-34e9-ea11-a817-000d3a8c8077,Parker,5ecf9d63-34e9-ea11-a817-000d3a8c8077,50717,Harville,PowerTrack,51819,KWHrec,"12720 US-280, Claxton, GA 30417",America/New_York,2020-06-30,1,0.5,1.0,447254.73,14908.49,237.5,7.92
13120,6fcf9d63-34e9-ea11-a817-000d3a8c8077,Bulloch Neville Farms-1,5ecf9d63-34e9-ea11-a817-000d3a8c8077,50717,Harville,PowerTrack,52030,KWHrec,"98M8+W7, Brooklet, GA 30415",America/New_York,2020-05-22,10,0.5,1.0,697900.0,22512.9,252.2,8.14
13152,71cf9d63-34e9-ea11-a817-000d3a8c8077,Franklin Pacolet Milliken,7dcf9d63-34e9-ea11-a817-000d3a8c8077,51854,Putnam Erickson,PowerTrack,51566,KWHrec,"3863 HWY 59, Lavonia, GA 30553",America/New_York,2020-04-08,23,0.5,1.0,694297.48,23143.25,218.6,7.29
13185,73cf9d63-34e9-ea11-a817-000d3a8c8077,Greene Durham,7dcf9d63-34e9-ea11-a817-000d3a8c8077,51854,Putnam Erickson,PowerTrack,51858,KWHrec,"JWM4+5X Union Point, Greene, GA 30669",America/New_York,2020-06-12,19,0.5,1.0,734100.0,24470.0,248.1,8.27
13216,75cf9d63-34e9-ea11-a817-000d3a8c8077,Lowndes IDA,77cf9d63-34e9-ea11-a817-000d3a8c8077,51053,Lowndes Tycor Farms,PowerTrack,51195,KWHrec,"Inner Perimeter Rd, Valdosta, GA 31606",America/New_York,2020-04-02,29,0.5,1.0,353900.0,11796.67,225.3,7.51
13249,77cf9d63-34e9-ea11-a817-000d3a8c8077,Lowndes Tycor Farms,75cf9d63-34e9-ea11-a817-000d3a8c8077,51195,Lowndes IDA,PowerTrack,51053,KWHrec,"MRRM+6H Lake Park, Lowndes Park, GA 31636",America/New_York,2020-05-01,31,0.5,1.0,593100.0,19132.26,251.2,8.1
13281,79cf9d63-34e9-ea11-a817-000d3a8c8077,Meriwether Jackson,7dcf9d63-34e9-ea11-a817-000d3a8c8077,51854,Putnam Erickson,PowerTrack,51074,KWHrec,"Judson Bulloch Road, Meriwether, GA 31830",America/New_York,2020-04-08,23,0.5,1.0,695800.0,23193.33,220.9,7.36
13314,7bcf9d63-34e9-ea11-a817-000d3a8c8077,Murray Treadwell Farms,7dcf9d63-34e9-ea11-a817-000d3a8c8077,51854,Putnam Erickson,PowerTrack,51052,KWHrec,"Q59M+25, Chatsworth, GA 30705",America/New_York,2020-03-27,5,0.5,1.0,569100.0,18358.06,169.4,5.46
13348,7dcf9d63-34e9-ea11-a817-000d3a8c8077,Putnam Erickson,58cf9d63-34e9-ea11-a817-000d3a8c8077,51411,Eubank,PowerTrack,51854,KWHrec,"8J93+9F , Eatonton, GA 31024",America/New_York,2020-03-28,4,0.5,1.0,557600.0,17987.1,186.9,6.03
13382,7fcf9d63-34e9-ea11-a817-000d3a8c8077,Terrell Riles Stovall,54cf9d63-34e9-ea11-a817-000d3a8c8077,50718,Carr,PowerTrack,52029,KWHrec,"QGQV+95 , Dawson, GA 39842",America/New_York,2020-05-07,25,0.5,1.0,459700.0,14829.03,169.4,5.46
13414,81cf9d63-34e9-ea11-a817-000d3a8c8077,Troup RC50-2,79cf9d63-34e9-ea11-a817-000d3a8c8077,51074,Meriwether Jackson,PowerTrack,51194,KWHrec,"V4X4+43, Pine Mountain, GA 31822",America/New_York,2020-04-24,7,0.5,1.0,351950.0,11731.67,146.6,4.89
13447,83cf9d63-34e9-ea11-a817-000d3a8c8077,Ware Avra-1,85cf9d63-34e9-ea11-a817-000d3a8c8077,51196,Ware Avra-2,PowerTrack,51197,KWHrec,"5MMG+J8 , Waycross, GA 31503",America/New_York,2020-04-17,14,0.5,1.0,726200.0,24206.67,229.0,7.63
13480,85cf9d63-34e9-ea11-a817-000d3a8c8077,Ware Avra-2,83cf9d63-34e9-ea11-a817-000d3a8c8077,51197,Ware Avra-1,PowerTrack,51196,KWHrec,"5MMH+87, Waycross, GA 31503",America/New_York,2020-04-17,14,0.5,1.0,460100.0,15336.67,229.0,7.63
13513,87cf9d63-34e9-ea11-a817-000d3a8c8077,Wilkinson DeFore-2,7dcf9d63-34e9-ea11-a817-000d3a8c8077,51854,Putnam Erickson,PowerTrack,52031,KWHrec,"VM7Q+H5 , Gordon, GA 31031",America/New_York,2020-04-22,9,0.5,1.0,708100.0,23603.33,221.5,7.38
13546,89cf9d63-34e9-ea11-a817-000d3a8c8077,Cape Cod Region Transit Authority (CCRTA)-Building,8bcf9d63-34e9-ea11-a817-000d3a8c8077,3833872,Cape Cod Region Transit Authority (CCRTA)-Parking Canopy,Locus,3853028,KWHdel,"40 American Way,  S. Dennis, MA 02660",America/New_York,2020-07-07,25,0.5,1.0,29027.6,936.37,189.0,6.1
13576,8bcf9d63-34e9-ea11-a817-000d3a8c8077,Cape Cod Region Transit Authority (CCRTA)-Parking Canopy,a1cf9d63-34e9-ea11-a817-000d3a8c8077,3857112,Roof Lease-Costa Realty LLC,Locus,3833872,KWHdel,"215 Iyannough Rd. , Hyannis, MA 01748",America/New_York,2020-06-08,23,0.5,1.0,52888.4,1762.95,182.4,6.08
13607,8dcf9d63-34e9-ea11-a817-000d3a8c8077,MA- 15 Tech Circle,a9cf9d63-34e9-ea11-a817-000d3a8c8077,3829312,SED - Tufts University-Lewis Hall-PO,Locus,3833898,KWHdel,"15 Tech Circle , Natick, MA 01760",America/New_York,2020-04-10,21,0.5,1.0,13032.2,434.41,153.4,5.11
13640,8fcf9d63-34e9-ea11-a817-000d3a8c8077,MA- Temple Israel of Natick,8dcf9d63-34e9-ea11-a817-000d3a8c8077,3833898,MA- 15 Tech Circle,Locus,3857258,KWHdel,"145 Hartford St,  Natick, MA 01760",America/New_York,2020-05-15,17,0.5,1.0,15133.3,488.17,164.4,5.3
13672,91cf9d63-34e9-ea11-a817-000d3a8c8077,Medford-DPW Building,a9cf9d63-34e9-ea11-a817-000d3a8c8077,3829312,SED - Tufts University-Lewis Hall-PO,Locus,3831336,KWHdel,"21 James St. , Medford, MA 02155",America/New_York,2020-03-09,23,0.5,1.0,16327.9,526.71,117.6,3.79
13706,93cf9d63-34e9-ea11-a817-000d3a8c8077,Roof Lease - 2 Cirrus Drive (Ashland Apartments),95cf9d63-34e9-ea11-a817-000d3a8c8077,3833892,Roof Lease - 3 Cirrus Drive (Ashland Apartments),Locus,3834347,KWHdel,"2 Cirrus Dr. , Ashland, MA 01721",America/New_York,2020-03-28,4,0.5,1.0,5553.3,179.14,136.4,4.4
13740,95cf9d63-34e9-ea11-a817-000d3a8c8077,Roof Lease - 3 Cirrus Drive (Ashland Apartments),93cf9d63-34e9-ea11-a817-000d3a8c8077,3834347,Roof Lease - 2 Cirrus Drive (Ashland Apartments),Locus,3833892,KWHdel,"3 Cirrus Dr., Ashland, MA 01721",America/New_York,2020-01-31,1,0.5,1.0,3409.5,109.98,80.7,2.6
13776,97cf9d63-34e9-ea11-a817-000d3a8c8077,Roof Lease - 4 Cirrus Drive (Ashland Apartments),99cf9d63-34e9-ea11-a817-000d3a8c8077,3833894,Roof Lease - 6 Cirrus Drive (Ashland Apartments),Locus,3833893,KWHdel,"4 Cirrus Dr. , Ashland, MA 01721",America/New_York,2020-12-29,3,0.5,1.0,2800.7,90.35,68.2,2.2
13801,99cf9d63-34e9-ea11-a817-000d3a8c8077,Roof Lease - 6 Cirrus Drive (Ashland Apartments),97cf9d63-34e9-ea11-a817-000d3a8c8077,3833893,Roof Lease - 4 Cirrus Drive (Ashland Apartments),Locus,3833894,KWHdel,"6 Cirrus Dr., Ashland, MA 01721",America/New_York,2020-01-31,1,0.5,1.0,3430.2,110.65,81.2,2.62
13837,9bcf9d63-34e9-ea11-a817-000d3a8c8077,Roof Lease - 7 Cirrus Drive (Ashland Apartments),9dcf9d63-34e9-ea11-a817-000d3a8c8077,3833896,Roof Lease - 9 Cirrus Drive (Ashland Apartments),Locus,3833895,KWHdel,"7 Cirrus Dr. , Ashland, MA 01721",America/New_York,2020-01-31,1,0.5,1.0,3429.2,110.62,81.2,2.62
13873,9dcf9d63-34e9-ea11-a817-000d3a8c8077,Roof Lease - 9 Cirrus Drive (Ashland Apartments),9bcf9d63-34e9-ea11-a817-000d3a8c8077,3833895,Roof Lease - 7 Cirrus Drive (Ashland Apartments),Locus,3833896,KWHdel,"9 Cirrus Dr, Ashland, MA 01721",America/New_York,2020-01-31,1,0.5,1.0,5485.6,176.95,80.8,2.61
13909,9fcf9d63-34e9-ea11-a817-000d3a8c8077,Roof Lease-Bobcat Development,b5cf9d63-34e9-ea11-a817-000d3a8c8077,3829689,SED Roof Lease - PBD Events,Locus,3834348,KWHdel,"114 Long Pond Rd,  Plymouth, MA 02360",America/New_York,2020-04-22,9,0.5,1.0,25347.5,844.92,135.2,4.51
13942,a1cf9d63-34e9-ea11-a817-000d3a8c8077,Roof Lease-Costa Realty LLC,9fcf9d63-34e9-ea11-a817-000d3a8c8077,3834348,Roof Lease-Bobcat Development,Locus,3857112,KWHdel,"1125 STATE RD.,  WESPORT, MA 2790",America/New_York,2020-06-18,13,0.5,1.0,14378.5,479.28,176.2,5.87
13973,a3cf9d63-34e9-ea11-a817-000d3a8c8077,Roof Lease-Grafton-High School,bbcf9d63-34e9-ea11-a817-000d3a8c8077,3834349,Town of Holliston - Fire Department,Locus,3833897,KWHdel,"24 Providence Rd,  Grafton, MA 01519",America/New_York,2020-04-10,21,0.5,1.0,41548.0,1384.93,137.9,4.6
14006,a5cf9d63-34e9-ea11-a817-000d3a8c8077,SED - Brooke Charter High School,dbcd9d63-34e9-ea11-a817-000d3a8c8077,3799441,MA - Boston - Norwood St.8505,Locus,3829311,KWHdel,"200 American Legion Hwy,  Dorchester, MA 02124",America/New_York,2019-09-25,6,0.5,1.0,11090.0,369.67,248.5,8.28
14046,a7cf9d63-34e9-ea11-a817-000d3a8c8077,SED - Chelsea Clark Middle School - New Building,b7cf9d63-34e9-ea11-a817-000d3a8c8077,3829314,SED Winchester DPW,Locus,3829630,KWHdel,"8 Clark Avenue,  Chelsea, MA 02150",America/New_York,2020-02-11,19,0.5,1.0,2237.7,77.16,73.0,2.52
14081,a9cf9d63-34e9-ea11-a817-000d3a8c8077,SED - Tufts University-Lewis Hall-PO,91cf9d63-34e9-ea11-a817-000d3a8c8077,3831336,Medford-DPW Building,Locus,3829312,KWHdel,"75 Packard Avenue,  Medford, MA 02144",America/New_York,2020-02-25,5,0.5,1.0,3855.3,132.94,88.5,3.05
14116,abcf9d63-34e9-ea11-a817-000d3a8c8077,SED - Tufts University-Science and Engineering Center,a9cf9d63-34e9-ea11-a817-000d3a8c8077,3829312,SED - Tufts University-Lewis Hall-PO,Locus,3840168,KWHdel,"212 College Ave,  Medford, MA 02155",America/New_York,2020-06-16,15,0.5,1.0,7254.2,241.81,175.4,5.85
14147,adcf9d63-34e9-ea11-a817-000d3a8c8077,SED - Tyngsboro High School,d9cd9d63-34e9-ea11-a817-000d3a8c8077,3421704,MA - Billerica,Locus,3824689,KWHdel,"36 Norris Rd,  Tyngsborough, MA 01879",America/New_York,2019-08-14,18,0.5,1.0,44043.0,1420.74,171.5,5.53
14188,afcf9d63-34e9-ea11-a817-000d3a8c8077,SED Ferrick Bros Moving Co,e1cd9d63-34e9-ea11-a817-000d3a8c8077,3421701,MA - North Andover NEM.1554,Locus,3831335,KWHdel,"113 Hale Street,  Haverhill, MA 01830",America/New_York,2019-10-29,3,0.5,1.0,15670.3,505.49,98.7,3.18
14227,b1cf9d63-34e9-ea11-a817-000d3a8c8077,SED PPA - Malden YMCA,b7cf9d63-34e9-ea11-a817-000d3a8c8077,3829314,SED Winchester DPW,Locus,3829635,KWHdel,"99 Dartmouth St,  Malden, MA 02148",America/New_York,2020-01-22,10,0.5,1.0,6468.7,208.67,70.9,2.29
14263,b3cf9d63-34e9-ea11-a817-000d3a8c8077,SED PPA Richmond Consolidated School,adcf9d63-34e9-ea11-a817-000d3a8c8077,3824689,SED - Tyngsboro High School,Locus,3827309,KWHdel,"1831 State Rd,  Richmond, MA 01254",America/New_York,2019-08-28,4,0.5,1.0,16029.0,517.06,170.1,5.49
